23,23,17.0,17.0,8.0,9.0,34.0,18.0,13.0,5.0,13.0,9.0,7.0,7.0,19.0,39.0,12.0,13.0,6.0,6.0,4.0,8.0
24,24,18.0,9.0,23.0,40.0,37.0,33.0,28.0,19.0,61.0,26.0,9.0,27.0,16.0,21.0,32.0,7.0,23.0,22.0,24.0,38.0
25,25,11.0,29.0,15.0,16.0,23.0,16.0,33.0,30.0,16.0,36.0,18.0,27.0,37.0,30.0,28.0,34.0,13.0,26.0,32.0,27.0
26,26,16.0,4.0,13.0,11.0,42.0,57.0,10.0,24.0,12.0,15.0,9.0,7.0,17.0,38.0,22.0,24.0,10.0,20.0,22.0,17.0
27,27,44.0,19.0,38.0,16.0,29.0,26.0,24.0,28.0,32.0,30.0,32.0,30.0,29.0,55.0,22.0,51.0,14.0,53.0,21.0,12.0
28,28,42.0,25.0,14.0,28.0,20.0,28.0,50.0,36.0,9.0,9.0,16.0,17.0,16.0,16.0,13.0,14.0,13.0,1.0,0.0,31.0
29,29,16.0,13.0,28.0,7.0,25.0,2.0,12.0,16.0,28.0,35.0,21.0,16.0,11.0,6.0,9.0,12.0,5.0,4.0,8.0,1.0
30,30,22.0,7.0,23.0,14.0,30.0,21.0,13.0,27.0,19.0,27.0,49.0,22.0,24.0,53.0,23.0,28.0,31.0,21.0,41.0,18.0
31,31,7.0,11.0,8.0,9.0,23.0,26.0,21.0,22.0,29.0,16.0,6.0,23.0,6.0,11.0,13.0,20.0,35.0,22.0,31.0,15.0
32,32,20.0,46.0,30.0,29.0,25.0,46.0,16.0,31.0,35.0,27.0,40.0,33.0,31.0,24.0,20.0,10.0,24.0,20.0,22.0,30.0
33,33,11.0,22.0,16.0,6.0,11.0,9.0,8.0,50.0,15.0,42.0,14.0,12.0,5.0,18.0,19.0,14.0,15.0,15.0,15.0,14.0
34,34,16.0,22.0,14.0,17.0,9.0,20.0,15.0,11.0,18.0,11.0,10.0,18.0,23.0,9.0,18.0,6.0,13.0,10.0,5.0,39.0
35,35,23.0,25.0,31.0,13.0,5.0,21.0,18.0,10.0,20.0,20.0,23.0,7.0,17.0,5.0,14.0,17.0,7.0,25.0,28.0,24.0
36,36,3.0,30.0,12.0,36.0,19.0,28.0,51.0,23.0,49.0,57.0,15.0,30.0,29.0,29.0,38.0,40.0,35.0,9.0,64.0,23.0
37,37,28.0,17.0,19.0,37.0,31.0,10.0,17.0,26.0,31.0,23.0,50.0,17.0,4.0,33.0,15.0,58.0,9.0,43.0,36.0,13.0
38,38,15.0,36.0,21.0,6.0,25.0,21.0,8.0,7.0,15.0,8.0,13.0,30.0,18.0,13.0,28.0,11.0,5.0,18.0,9.0,14.0
39,39,14.0,16.0,10.0,21.0,20.0,13.0,19.0,38.0,9.0,20.0,6.0,30.0,14.0,22.0,18.0,22.0,9.0,1.0,9.0,18.0
40,40,11.0,19.0,14.0,15.0,12.0,41.0,40.0,22.0,2.0,8.0,15.0,17.0,20.0,10.0,18.0,20.0,11.0,19.0,8.0,10.0
41,41,12.0,31.0,26.0,11.0,43.0,54.0,34.0,9.0,31.0,20.0,21.0,19.0,12.0,9.0,41.0,17.0,18.0,31.0,24.0,18.0
42,42,45.0,26.0,18.0,17.0,15.0,32.0,28.0,8.0,56.0,24.0,21.0,19.0,32.0,37.0,28.0,25.0,24.0,30.0,16.0,31.0
43,43,7.0,10.0,6.0,24.0,5.0,32.0,15.0,31.0,21.0,68.0,32.0,26.0,35.0,34.0,30.0,10.0,42.0,35.0,9.0,40.0
44,44,16.0,2.0,6.0,16.0,24.0,19.0,5.0,35.0,11.0,14.0,7.0,16.0,9.0,17.0,10.0,11.0,8.0,18.0,15.0,13.0
45,45,20.0,23.0,13.0,15.0,15.0,29.0,20.0,18.0,20.0,17.0,10.0,4.0,12.0,18.0,10.0,12.0,9.0,7.0,12.0,19.0
46,46,46.0,37.0,11.0,17.0,25.0,18.0,19.0,16.0,10.0,12.0,5.0,15.0,6.0,1.0,6.0,15.0,5.0,10.0,2.0,6.0
47,47,29.0,19.0,25.0,17.0,38.0,28.0,25.0,19.0,10.0,33.0,48.0,44.0,27.0,29.0,18.0,42.0,39.0,37.0,24.0,15.0
48,48,17.0,6.0,23.0,18.0,27.0,13.0,28.0,21.0,4.0,18.0,4.0,18.0,11.0,23.0,10.0,18.0,10.0,23.0,20.0,16.0
49,49,22.0,16.0,14.0,18.0,19.0,46.0,26.0,18.0,24.0,32.0,20.0,11.0,19.0,10.0,39.0,28.0,23.0,34.0,24.0,16.0
