,Rt_date,Epiweek,Rt_lower,Rt_upper,Rt_estimate_certainty_criteria_met,Rt_estimate_based_on_fewer_days_or_lower_quality_data,I_date,I_method,I,I_lower,I_upper,Rt,date,Netau SIR,Netau SIR upper,Netau SIR lower,Netau SIR error criteria met,E,E_upper,E_lower,Netau SEIR,Netau SEIR upper,Netau SEIR lower,Netau SEIR error criteria met
18,20-Nov-20,47,1.0,1.1,1,0,Interpolated,Interpolated,105504.185555,92482.258365,119854.8808,1.05,2020-11-18,39474.35513962585,47085.84602857143,33029.3779875,True,54472.58858474025,68108.85528155843,41447.21005266234,90758.96525534129,150080.5335028585,53448.87080738253,True
19,27-Nov-20,48,0.8,1.0,1,0,19 November 2020 to 02 December 2020,Non-overlapping 14-day weighted estimates,98328.83791,85572.66435,112148.0259,0.9,2020-11-25,42921.31813531746,55072.69129017856,33617.83242321429,True,48508.663276558436,61513.33370590908,36026.87169779221,95716.14708385098,173067.69368683363,51797.268301722,True
20,04-Dec-20,49,0.7,0.9,1,0,Interpolated,Interpolated,81586.360105,70158.95462,94076.780035,0.8,2020-12-02,40064.73040870535,52798.19287678572,30624.94050873016,True,37326.30333564935,49264.50796753247,25967.924771103895,85110.53534466235,164359.99126920462,42874.531523897596,True
21,11-Dec-20,50,0.7,0.9,1,0,03 December 2020 to 16 December 2020,Non-overlapping 14-day weighted estimates,64843.8823,54745.24489,76005.53417,0.8,2020-12-09,31842.977915178566,42656.16713622449,23896.733880555556,True,31383.08610652597,42482.613753798694,20920.3317337013,70124.41729480404,143926.2576947178,32880.89428707663,True
22,18-Dec-20,51,0.9,1.1,1,0,Interpolated,Interpolated,62983.60699,52353.462345,74942.519705,1.0,2020-12-16,24743.559888928572,32713.00463313492,18697.665123214283,True,36347.84684181818,48053.085652694805,25538.232225292206,61543.28999846003,126132.1865489447,28913.188147939352,True
23,15-Jan-21,55,1.1,1.3,1,0,Interpolated,Interpolated,74145.25886,61920.592525,88230.200505,1.2000000000000002,2021-01-13,24273.745460119044,31510.785894642853,18712.266971840658,True,43005.49262337662,55927.33078217532,31155.297292499992,60598.26355333501,119862.00493353404,29672.109907584367,True
24,22-Jan-21,56,0.8,1.1,1,0,14 January 2021 to 27 January 2021,Non-overlapping 14-day weighted estimates,74942.51971,62717.85337,88761.70774,0.9500000000000001,2021-01-20,30991.267549248114,43588.338622321426,22399.23334642857,True,38713.7442939935,51547.57313766233,26692.70734967532,71280.29857955636,154143.87729306522,32165.77030372242,True
25,29-Jan-21,57,0.8,1.1,1,0,Interpolated,Interpolated,64046.621455,53150.723195,76537.041405,0.9500000000000001,2021-01-27,26485.44496259398,37585.15426138392,18982.401141071427,True,30264.85011292208,42089.16035142857,19310.278978051945,57430.66777958733,130015.9815313734,24500.726984781195,True
26,05-Feb-21,58,0.8,1.0,1,0,28 January 2021 to 10 February 2021,Non-overlapping 14-day weighted estimates,53150.7232,43583.59302,64312.37507,0.9,2021-02-03,23200.712507936507,31581.969900446427,17122.125829285716,True,25574.471357922077,36332.31578698052,15686.366033571428,50899.14081253408,114130.93541090016,21458.994070666107,True
27,12-Feb-21,59,0.8,0.9,1,0,Interpolated,Interpolated,48101.404494999995,38800.027935000006,58997.30275,0.8500000000000001,2021-02-10,22231.741573319323,28971.88974330357,16936.520130357145,True,24073.13599383116,34344.34068525973,14671.670410909095,50052.52899035417,110271.55903601384,21154.752264779818,True
28,19-Feb-21,60,0.7,1.0,1,0,11 February 2021 to 24 February 2021,Non-overlapping 14-day weighted estimates,43052.08579,34016.46285,53682.23043,0.85,2021-02-17,19898.022844117648,30127.782384183676,13363.610405357145,True,20863.384527954546,30818.791090324677,11834.66427788961,43856.45350065638,117807.07681447364,15385.234996118172,True
29,26-Feb-21,61,0.7,0.9,1,0,Interpolated,Interpolated,35876.73816,27638.376065000004,45975.375565,0.8,2021-02-24,17618.041060714284,25802.50669464286,12064.370504563492,True,16493.98092116883,25988.63283448052,8127.919035779221,37541.25526032984,105161.01837293924,12145.482422175612,True
30,05-Mar-21,62,0.7,1.0,1,0,25 February 2021 to 10 March 2021,Non-overlapping 14-day weighted estimates,28701.39053,21260.28928,38268.5207,0.85,2021-03-03,13265.348564285714,21477.231005102043,8352.256502857143,True,14174.676636525975,23265.52110613636,6300.431507240259,29603.473745814765,99953.57427338247,7797.8364468057325,False
31,12-Mar-21,63,0.7,0.9,1,0,Interpolated,Interpolated,28967.144145,21260.28928,38800.02793,0.8,2021-03-10,14224.936856919641,21775.525879081633,9280.285003174604,True,15914.154849155844,25036.061429610385,7951.9004068831155,34148.35775804965,107572.18554957525,9600.377937566724,True
32,19-Mar-21,64,0.7,0.9,1,0,11 March 2021 to 24 March 2021,Non-overlapping 14-day weighted estimates,29232.89776,21260.28928,39331.53516,0.8,2021-03-17,14355.440864285712,22073.820753061224,9280.285003174604,True,14977.11450107143,24016.188785941555,7040.74515224026,32833.26484519711,105932.56185488252,8889.06058100288,True
33,26-Mar-21,65,0.8,1.0,1,0,Interpolated,Interpolated,24449.33267,17539.738655,33219.201994999996,0.9,2021-03-24,10672.327752777777,16313.000979687497,6890.6116144642865,True,11285.900313896103,19372.40319954545,4100.198647597402,22799.13501334966,77438.04884391374,5538.057424737936,False
34,02-Apr-21,66,0.8,1.0,1,0,25 March 2021 to 07 April 2021,Non-overlapping 14-day weighted estimates,19665.76758,13819.18803,27106.86883,0.9,2021-03-31,8584.263626190475,13311.408800446427,5428.966726071429,True,8847.524602792206,16095.350494577919,2583.332227918831,18045.79298901753,66324.54135926858,3899.208559443057,False
35,09-Apr-21,67,0.8,1.0,1,0,Interpolated,Interpolated,15679.46334,10098.6374065,23652.071819999997,0.9,2021-04-07,6844.210188095238,11614.856697321426,3967.3218382678574,True,6844.018446233766,14267.862965064933,1066.465809058441,14123.164046861648,69922.51669375246,2070.5749198368417,False
36,16-Apr-21,68,0.7,1.0,1,0,08 April 2021 to 21 April 2021,Non-overlapping 14-day weighted estimates,11693.1591,6378.086783,20197.27481,0.85,2021-04-14,5404.401264705883,11335.205250510204,2505.6769504642857,True,5466.931527175324,12895.953063087662,-165.6645916948047,11639.197124008437,96366.13684787843,750.6954850997998,False
37,23-Apr-21,69,0.7,1.0,1,0,Interpolated,Interpolated,11427.405485,6643.840399,18868.50673,0.85,2021-04-21,5281.573963655462,10589.468062755102,2610.08015675,True,6119.235858116882,12683.695304746752,776.5527745519473,12452.486751505216,84096.27724504513,1146.4390146012283,False
38,30-Apr-21,70,0.8,1.0,1,0,22 April 2021 to 05 May 2021,Non-overlapping 14-day weighted estimates,11161.65187,6909.594015,17539.73865,0.9,2021-04-28,4872.149625793651,8613.264515624998,2714.4833630357143,True,5575.648916844156,11218.599071512986,864.5620891558435,10955.558277647358,58778.66194480131,1353.6863504959986,False
39,14-May-21,72,0.8,1.0,1,0,06 May 2021 to 19 May 2021,Non-overlapping 14-day weighted estimates,9035.622943,5315.07232,14350.69526,0.9,2021-05-12,3944.1211259126985,7047.216422321428,2088.0641257142856,True,4643.785588451298,9593.01526607143,450.4006101136366,9040.005288041268,52968.58792418608,909.9794533643391,False
40,21-May-21,73,0.8,1.0,1,0,Interpolated,Interpolated,9832.8837915,6112.3331675,15147.95611,0.9,2021-05-19,4292.13181375,7438.728446874999,2401.273744375,True,5705.074379785714,10540.409651688311,1739.4782141883115,10717.639224148314,53016.444752906165,1598.8964281600345,False
41,28-May-21,74,0.8,1.0,1,0,20 May 2021 to 02 June 2021,Non-overlapping 14-day weighted estimates,10630.14464,6909.594015,15945.21696,0.9,2021-05-26,4640.142501587302,7830.24047142857,2714.4833630357143,True,6538.574357405844,11829.48725819805,2231.2949703701297,12103.99555741615,54826.563047637545,2058.6432376043526,False
42,11-Jun-21,76,1.0,1.2,1,0,03 June 2021 to 16 June 2021,Non-overlapping 14-day weighted estimates,13287.6808,7972.608479,20728.78205,1.1,2021-06-09,4745.600285714286,8143.45009107143,2610.0801568154766,True,9525.714028051947,16374.909496266233,4063.9595167499992,13988.547292525358,67837.28504314616,2288.1525202427024,False
43,18-Jun-21,77,1.0,1.3,1,0,Interpolated,Interpolated,21260.28928,14616.4488795,30561.66584,1.15,2021-06-16,7262.831741614908,12006.368722857143,4417.058727321429,True,15013.35363116883,23617.558367162335,8086.502886155842,21142.19093813135,78896.61054079449,5096.581008346938,False
44,25-Jun-21,78,1.2,1.5,1,0,17 June 2021 to 30 June 2021,Non-overlapping 14-day weighted estimates,29232.89776,21260.28928,40394.54963,1.35,2021-06-23,8506.92791957672,13224.40612886905,5568.171001904762,True,21070.465268571428,31258.837662379865,12564.623883311688,25189.703708562793,79060.16015658241,7418.122571367016,True
45,02-Jul-21,79,1.2,1.4,1,0,Interpolated,Interpolated,45178.11472,35079.47731,57668.534669999994,1.2999999999999998,2021-06-30,13652.726975824176,18879.57980267857,9843.730877806123,True,31476.272440519475,42958.89945759739,20956.570860194803,39304.04328273935,94500.27924296814,15279.273388535916,True
46,09-Jul-21,80,4.0,1.6,1,0,01 July 2021 to 14 July 2021,Non-overlapping 14-day weighted estimates,61123.33168,48898.66534,74942.51971,2.8,2021-07-07,8575.977659183674,7360.426042946428,12006.368721874998,True,39262.50825389611,52267.178708279214,27013.68249672078,23132.071082301085,32502.59999259,18880.401588649664,True
47,16-Jul-21,81,1.2,1.6,1,0,Interpolated,Interpolated,72816.49078,59263.056365,88230.20050499999,1.4,2021-07-14,20433.198943367344,28884.887070089284,14551.19687533482,True,44729.43977999999,59401.11018896102,31186.359403246748,53246.62306297309,120399.95185316529,22767.16405582471,True
48,23-Jul-21,82,1.2,1.5,1,0,15 July 2021 to 28 July 2021,Non-overlapping 14-day weighted estimates,84509.64988,69627.44739,101517.8813,1.35,2021-07-21,24592.755256084653,33235.02066369048,18235.760030714286,True,51733.94579610389,67844.8273467857,36896.610802987016,63918.5297010569,134867.87526110027,29274.95632027231,True
49,30-Jul-21,83,1.1,1.3,1,0,Interpolated,Interpolated,99126.09874,83180.881805,117463.09825000001,1.2000000000000002,2021-07-28,32451.996611309518,41951.106517857144,25137.07966634615,True,60332.97349948051,77738.10968006494,44346.34041545454,83977.67749190934,163600.05684737783,41840.38285568996,True
50,06-Aug-21,84,0.7,1.0,1,0,29 July 2021 to 11 August 2021,Non-overlapping 14-day weighted estimates,113742.5476,96734.31622,133408.3152,0.85,2021-08-04,52570.085025210086,74872.01363265308,38002.76708642857,True,62610.86163428572,80683.83319762988,45987.455279707785,126374.8043842291,265923.99601975764,59983.55615568394,True
51,13-Aug-21,85,0.8,1.0,1,0,Interpolated,Interpolated,101783.6349,85838.417965,120120.63440000001,0.9,2021-08-11,44429.36444047619,58987.81153571428,33722.23562910714,True,50393.09800909091,67684.33976064935,34292.570505779215,99314.05167083179,201779.54733784308,47198.38492052006,True
52,20-Aug-21,86,0.9,1.1,1,0,12 August 2021 to 25 August 2021,Non-overlapping 14-day weighted estimates,89824.7222,74942.51971,106832.9536,1.0,2021-08-18,35288.283721428576,46633.432126984124,26765.18561071428,True,45920.154037110384,62201.87717795453,30741.135819350642,80590.8363638321,166424.11643419834,37338.1148181017,True
53,27-Aug-21,87,0.9,1.0,1,0,Interpolated,Interpolated,87432.939655,72816.49078,104175.41745,0.95,2021-08-25,36156.47880469925,45473.396505952376,28606.478520714285,True,46665.644695129864,62517.67531344154,31973.266219285713,85051.96550297574,166570.3153289912,41410.17548242507,True
54,03-Sep-21,88,0.9,1.1,1,0,26 August 2021 to 08 September 2021,Non-overlapping 14-day weighted estimates,85041.15711,70690.46185,101517.8813,1.0,2021-09-01,33409.026007500004,44313.36088492063,25246.59351785714,True,44563.775187077925,59929.166073214285,30301.08924243507,77597.64696473083,160950.20676153782,35881.41060699142,True
55,10-Sep-21,89,0.9,1.1,1,0,Interpolated,Interpolated,78928.823945,65641.14314500001,94076.780055,1.0,2021-09-08,31007.75226410714,41065.26113511904,23443.26540892857,True,40432.51443175324,54731.43950844155,27034.390570129875,70913.08538545428,147254.932082538,32605.413761743115,True
56,17-Sep-21,90,0.9,1.1,1,0,09 September 2021 to 22 September 2021,Non-overlapping 14-day weighted estimates,72816.49078,60591.82444,86635.67881,1.0,2021-09-15,28606.478520714285,37817.16138531746,21639.937299999998,True,41084.8187625,54658.96124688311,28380.41537746753,69994.24656508146,143823.379617133,32632.792067018934,True
57,24-Sep-21,91,0.8,1.0,1,0,Interpolated,Interpolated,85306.91073,72284.983545,100189.113205,0.9,2021-09-22,37237.14357261905,49200.01094888392,28397.672106964284,True,51884.0793377922,66038.04787987012,38858.70080844155,96307.27840251967,187715.682156066,48437.72083378511,True
58,01-Oct-21,92,0.8,1.1,1,0,23 September 2021 to 06 October 2021,Non-overlapping 14-day weighted estimates,97797.33068,83978.14265,113742.5476,0.9500000000000001,2021-09-29,40442.50516842105,55855.71533928571,29992.193803571423,True,56988.61956915584,71893.25579035714,43186.68827405843,101308.78871265362,201512.45107104527,50775.36495845478,True
59,08-Oct-21,93,1.0,1.1,1,0,Interpolated,Interpolated,102315.14214,87964.44688999999,118260.3591,1.05,2021-10-06,38281.17563061224,46459.42678928572,31415.873889285707,True,57744.46426051947,72819.94212175324,43310.93672240259,93684.7564298908,163064.45828993112,52043.844113270636,True
60,15-Oct-21,94,0.9,1.1,1,0,07 October 2021 to 20 October 2021,Non-overlapping 14-day weighted estimates,106832.9536,91950.75113,122778.1706,1.0,2021-10-13,41970.08891428571,53593.645896825394,32839.553974999995,True,62087.982772597396,77505.14385993505,47136.75339038961,104929.20409790716,190426.0692432689,56272.607683932896,True
61,29-Oct-21,96,1.0,1.2,1,0,21 October 2021 to 03 November 2021,Non-overlapping 14-day weighted estimates,120120.6344,104175.4175,137128.8658,1.1,2021-10-27,42900.22657142857,53872.05442142857,34105.04739583334,True,65121.71561493507,81004.80833220779,49932.34338535714,102024.60340466734,179438.1706820128,56698.757860079255,True
62,05-Nov-21,97,0.9,1.1,1,0,Interpolated,Interpolated,104972.6783,90621.98306500001,120917.89525,1.0,2021-11-03,41239.266475000004,52781.620942460315,32364.993951785713,True,50765.84334155844,66069.10999090908,36560.1046159091,90771.70047442439,168415.2580121902,47775.28525637686,True
63,12-Nov-21,98,0.8,1.0,1,0,04 November 2021 to 17 November 2021,Non-overlapping 14-day weighted estimates,89824.7222,77068.54863,104706.9247,0.9,2021-11-10,39209.204134920634,51418.57909375,30276.929818928573,True,45065.94598461039,59447.70335532467,31900.78795646104,88421.94699541108,171701.36561922403,44552.06754174132,True
64,19-Nov-21,99,0.8,1.0,1,0,Interpolated,Interpolated,86635.67881000001,73613.751625,101517.881305,0.9,2021-11-17,37817.161385317464,49852.53099799107,28919.68813839286,True,45889.09192402598,59929.16607701298,32749.818986103895,88489.04029246148,173878.51761419486,43780.218492702596,True
65,26-Nov-21,100,0.9,1.1,1,0,18 November 2021 to 01 December 2021,Non-overlapping 14-day weighted estimates,83446.63542,70158.95462,98328.83791,1.0,2021-11-24,32782.60677214286,42921.31813531746,25056.769507142857,True,,,,,,,False
